CAGDP2 Gross domestic product (GDP) by county and metropolitan area 1/,,,,,,,,,
(Thousands of current dollars) ,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,
GeoFips,GeoName,LineCode,Description,2010,2011,2012,2013,2014,2018
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",59,    Professional and business services,31582179,32786716,34599513,36058353,38895005,48866339
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",60,"      Professional, scientific, and technical services",18870392,19935222,20906639,21556411,23001500,29102348
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",64,      Management of companies and enterprises,3249593,3301663,3562656,3908311,4331631,4963785
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",65,      Administrative and support and waste management and remediation services,9462194,9549830,10130218,10593631,11561874,14800206
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",23292405,23945007,24467919,25233288,26180764,31272103
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",69,      Educational services,4182360,4339243,4075044,4075223,4281073,4548022
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",70,      Health care and social assistance,19110045,19605764,20392876,21158065,21899692,26724082
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",13694527,14465918,15026754,15073652,15721672,19373362
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",76,"      Arts, entertainment, and recreation",3084280,3244093,3617080,3472168,3735279,4202863
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",79,      Accommodation and food services,10610248,11221825,11409674,11601484,11986393,15170499
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",82,    Other services (except government and government enterprises),7357186,7460125,7709201,7955387,8508064,9763175
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",83,Government and government enterprises,29565166,28840165,28928205,29657830,30143091,33619767
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",,Addenda:,,,,,,
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",87,Natural resources and mining,1483212,1304802,1365229,1348672,1084956,1685322
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",88,Trade,40616311,41262374,43964097,46098951,47856826,54995425
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",89,Transportation and utilities,13477311,14275657,14482490,15881948,17282221,20496790
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",90,Manufacturing and information,23540816,23460292,23327158,25230705,25775698,31278816
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",91,Private goods-producing industries 2/,22169466,22026566,18430557,18989409,21843577,32929174
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",92,Private services-providing industries 3/,196369527,201848597,211712236,222830064,234817931,288191156
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",1,All industry total,189249022,197392868,205223887,213332441,225901355,263690946
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",2,  Private industries,169591656,177903236,185358106,192757324,204806815,239319681
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",424276,585372,660108,511776,523426,512314
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",370617,549951,468210,471175,504713,549585
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",10,    Utilities,2450416,2500542,2418203,2522426,(D),2963215
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",11,    Construction,5475576,5701557,6214648,6995686,7700262,10063452
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",12,    Manufacturing,26100333,28649166,29864161,30751118,33332928,36549052
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",13,      Durable goods manufacturing,17043102,17798329,18436588,20143496,21655958,24153029
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",25,      Nondurable goods manufacturing,9057231,10850838,11427573,10607622,11676970,12396023
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",34,    Wholesale trade,(D),(D),(D),17345128,17813514,20278779
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",35,    Retail trade,9885647,10041072,10305513,11299285,11456285,13418064
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",36,    Transportation and warehousing,(D),(D),(D),6451061,6635889,8655194
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",45,    Information,8803567,9008532,(D),9335109,9644080,9818704
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",38971149,40405690,43572293,43878092,48171768,55041375
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",51,      Finance and insurance,17721776,18399986,20209047,19886996,23576752,28766258
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",56,      Real estate and rental and leasing,21249373,22005704,23363246,23991097,24595016,26275116
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",59,    Professional and business services,29322178,30644398,31532416,32845580,(D),42540908
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",60,"      Professional, scientific, and technical services",(D),(D),(D),(D),(D),(D)
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",64,      Management of companies and enterprises,(D),(D),(D),(D),(D),(D)
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",65,      Administrative and support and waste management and remediation services,(D),(D),(D),5759120,6130356,7555746
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",16789715,17455481,18169545,18716407,(D),23731176
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",69,      Educational services,(D),(D),2447685,(D),(D),(D)
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",70,      Health care and social assistance,(D),(D),15721859,(D),(D),(D)
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",6180616,6458234,6691346,7176755,7476954,9713051
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",76,"      Arts, entertainment, and recreation",1938537,2033482,2014914,2179202,2390611,3250152
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",79,      Accommodation and food services,4242079,4424753,4676433,4997552,5086342,6462899
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",82,    Other services (except government and government enterprises),4041322,4163373,4286856,4457727,4755700,5484813
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",83,Government and government enterprises,19657365,19489631,19865781,20575117,21094541,24371265
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",,Addenda:,,,,,,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",87,Natural resources and mining,794893,1135323,1128319,982951,1028138,1061899
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",88,Trade,(D),(D),(D),28644413,29269799,33696843
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",89,Transportation and utilities,(D),(D),(D),8973487,(D),11618408
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",90,Manufacturing and information,34903900,37657698,(D),40086227,42977008,46367757
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",91,Private goods-producing industries 2/,32370802,35486047,37207128,38729754,42061328,47674403
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",92,Private services-providing industries 3/,137220854,142417190,148150978,154027570,162745486,191645278
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",1,All industry total,1286777512,1309742851,1401795910,1439677901,1511778899,1772319824
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",2,  Private industries,1159165617,1183680934,1274434717,1305137287,1373494171,1611477854
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",(D),(D),(D),(D),(D),(D)
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",314556,(D),329959,423369,314452,(D)
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",10,    Utilities,(D),(D),(D),14907306,(D),17142894
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",11,    Construction,34725092,34108294,36269960,40033913,(D),55829143
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",12,    Manufacturing,(D),(D),(D),(D),(D),(D)
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",13,      Durable goods manufacturing,(D),(D),(D),(D),(D),(D)
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",25,      Nondurable goods manufacturing,46789760,42304919,40680357,(D),(D),45224266
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34,    Wholesale trade,(D),(D),(D),(D),(D),(D)
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",35,    Retail trade,58387138,61023497,62774198,66150466,67864094,74526288
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36,    Transportation and warehousing,(D),(D),(D),(D),(D),(D)
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",45,    Information,106025751,107146592,109343885,116683915,119032315,145520039
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",396016458,402872382,464080190,462398877,496219703,575102095
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",51,      Finance and insurance,203534438,202480109,250201974,242634027,268884118,312484712
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",56,      Real estate and rental and leasing,192482020,200392273,213878215,219764851,227335585,262617382
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",59,    Professional and business services,182792015,191979839,202260981,(D),217470691,262520531
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",60,"      Professional, scientific, and technical services",117444952,125798181,132969923,135769591,143771759,171557127
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",64,      Management of companies and enterprises,30017344,30802120,32006130,(D),32490763,(D)
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",65,      Administrative and support and waste management and remediation services,35329719,35379538,37284928,38642818,41208169,(D)
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",112809852,115872639,119891988,123636092,127837692,156446504
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",69,      Educational services,20719473,21578430,22771481,23513099,24638863,30364999
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",70,      Health care and social assistance,92090378,94294210,97120508,100122993,103198830,126081505
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",48000630,50624158,55407892,(D),(D),74418929
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",76,"      Arts, entertainment, and recreation",19887771,19904202,21745276,(D),(D),29465574
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",79,      Accommodation and food services,28112860,30719957,33662617,36400614,36668244,44953356
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",82,    Other services (except government and government enterprises),24886084,25592355,27021691,27943524,29521660,33801689
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",83,Government and government enterprises,127611896,126061916,127361193,134540614,138284728,160841970
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",,Addenda:,,,,,,
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",87,Natural resources and mining,(D),(D),(D),(D),(D),(D)
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",88,Trade,(D),(D),(D),(D),(D),(D)
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",89,Transportation and utilities,(D),(D),(D),(D),(D),(D)
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",90,Manufacturing and information,(D),(D),(D),(D),(D),(D)
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",91,Private goods-producing industries 2/,(D),(D),(D),(D),(D),(D)
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",92,Private services-providing industries 3/,(D),(D),(D),(D),(D),(D)
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",1,All industry total,92555497,93965629,98568541,103413293,109085274,138947819
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",2,  Private industries,83371442,84914685,89259533,93811337,99255002,127440332
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",420562,472443,561328,548967,535068,603760
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",43010,55998,51227,63513,58776,70147
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",10,    Utilities,931460,881630,892300,902546,998553,970984
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",11,    Construction,4118784,3633906,3623724,4030895,4721048,8747187
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",12,    Manufacturing,4391209,4667599,4581784,4957650,5123238,6833552
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",13,      Durable goods manufacturing,3142762,3304139,3193562,3429809,3505844,4776254
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",25,      Nondurable goods manufacturing,1248447,1363460,1388222,1527842,1617394,2057298
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",34,    Wholesale trade,6327686,6303360,6589338,6952437,7352137,8653736
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",35,    Retail trade,6446121,6729558,7292380,7713840,8087959,9630795
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",36,    Transportation and warehousing,3055738,3114884,3073627,3350401,3819194,5494598
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",45,    Information,4349258,4284223,4239802,4561404,4715172,5642874
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",19718479,20214882,21500984,22678743,23783616,28815585
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",51,      Finance and insurance,3942590,3996693,4458414,4886627,5322717,7373554
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",56,      Real estate and rental and leasing,15775889,16218189,17042571,17792116,18460899,21442031
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",59,    Professional and business services,12674121,12994339,13788279,14455005,15196521,21274934
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",60,"      Professional, scientific, and technical services",6534047,6774304,7203305,7482568,7793059,10877357
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",64,      Management of companies and enterprises,1436322,1450866,1780433,1802092,1841565,2642158
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",65,      Administrative and support and waste management and remediation services,4703752,4769170,4804541,5170346,5561897,7755419
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",8265300,8654936,9364666,9692387,10008938,12103699
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",69,      Educational services,1091593,1230228,1437652,1546488,1544188,1295360
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",70,      Health care and social assistance,7173707,7424707,7927014,8145899,8464750,10808339
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",10542342,10803241,11454615,11563081,12335478,15399463
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",76,"      Arts, entertainment, and recreation",4402192,4496915,4811598,4603559,5018710,5945457
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",79,      Accommodation and food services,6140150,6306326,6643017,6959522,7316768,9454006
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",82,    Other services (except government and government enterprises),2087372,2103685,2245479,2340468,2519305,3199017
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",83,Government and government enterprises,9184055,9050944,9309009,9601956,9830272,11507488
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",,Addenda:,,,,,,
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",87,Natural resources and mining,463571,528441,612555,612480,593844,673907
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",88,Trade,12773806,13032918,13881717,14666277,15440096,18284531
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",89,Transportation and utilities,3987199,3996514,3965927,4252947,4817747,6465582
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",90,Manufacturing and information,8740467,8951822,8821586,9519055,9838410,12476427
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",91,Private goods-producing industries 2/,8973564,8829946,8818062,9601025,10438130,16254646
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",92,Private services-providing industries 3/,74397878,76084739,80441470,84210312,88816873,111185686
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",1,All industry total,341439338,349811165,364699327,374434278,388700104,444148100
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",2,  Private industries,306902239,315490254,330472650,338342439,352167919,404129031
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",(D),(D),(D),515847,(D),(D)
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",222959,(D),145888,128188,149319,(D)
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",10,    Utilities,7035807,7051483,6839128,(D),(D),(D)
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",11,    Construction,(D),(D),(D),(D),(D),17009051
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",12,    Manufacturing,(D),(D),(D),(D),(D),40857506
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",13,      Durable goods manufacturing,(D),(D),(D),(D),(D),14580585
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",25,      Nondurable goods manufacturing,(D),(D),(D),(D),(D),26276920
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",34,    Wholesale trade,22248599,23597474,24977617,26067515,27020941,(D)
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",35,    Retail trade,17007553,16798033,17042253,17715961,17734510,19237128
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",36,    Transportation and warehousing,7927260,8072711,8547170,8588020,9147397,10488245
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",45,    Information,26843732,26768112,30176906,32579166,30930245,35291891
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",77836841,81864504,86525945,85304883,89913098,103374496
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",51,      Finance and insurance,33513859,35299027,37177112,34308372,38592652,45431010
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",56,      Real estate and rental and leasing,44322982,46565477,49348834,50996512,51320446,57943486
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",59,    Professional and business services,49696626,51834534,54680990,55534448,(D),67382451
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",60,"      Professional, scientific, and technical services",(D),(D),(D),36264385,37389860,(D)
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",64,      Management of companies and enterprises,(D),(D),(D),(D),(D),(D)
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",65,      Administrative and support and waste management and remediation services,9286965,9535465,9579084,(D),10470644,12745030
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",39114847,40425863,41618337,42711878,44075540,52110612
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",69,      Educational services,9398002,9623010,9903662,9984181,10324204,11960666
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",70,      Health care and social assistance,29716845,30802852,31714676,32727697,33751337,40149946
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",9675439,10101382,10680041,11063071,11433881,14094824
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",76,"      Arts, entertainment, and recreation",3454315,3585455,3768071,3918291,4073252,5164439
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",79,      Accommodation and food services,6221124,6515927,6911970,7144780,7360629,8930385
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",82,    Other services (except government and government enterprises),6304033,6409968,6755793,6656052,7017210,8020446
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",83,Government and government enterprises,34537099,34320911,34226677,36091840,36532185,40019069
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",,Addenda:,,,,,,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",87,Natural resources and mining,(D),(D),(D),644035,(D),(D)
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",88,Trade,39256152,40395507,42019870,43783475,44755452,(D)
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",89,Transportation and utilities,14963067,15124194,15386298,(D),(D),(D)
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",90,Manufacturing and information,(D),(D),(D),(D),(D),76149396
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",91,Private goods-producing industries 2/,43211502,42566190,42628470,(D),49597213,(D)
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",92,Private services-providing industries 3/,263690737,272924064,287844181,(D),302570705,(D)
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",1,All industry total,174791311,182446635,192799880,197943482,206006943,255211769
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",2,  Private industries,154272766,161901576,171790309,176234835,184209445,230164416
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",204779,723032,691390,749714,952691,117416
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",1991407,2430191,2281516,1765242,1742286,1611366
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",10,    Utilities,3423392,3429187,3586883,3558172,3577375,4525729
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",11,    Construction,7330304,6976403,7176939,8105375,8321718,13139665
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",12,    Manufacturing,16678676,17821182,18643968,16766148,18278650,21415824
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",13,      Durable goods manufacturing,13175814,14253022,15245200,13874028,15016663,17289112
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",25,      Nondurable goods manufacturing,3502861,3568159,3398769,2892121,3261987,4126712
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",34,    Wholesale trade,12882536,13302945,14576938,14369075,14436312,16727323
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",35,    Retail trade,13168600,14539762,15129400,15201271,16257801,17601857
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",36,    Transportation and warehousing,5699214,5637018,6073038,5975231,6523778,9009902
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",45,    Information,5550876,5543674,5648458,6395001,7189487,9428552
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",36859122,38708176,42624485,45390684,46802769,61146245
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",51,      Finance and insurance,11671864,13221242,15726764,16449676,16397403,22705369
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",56,      Real estate and rental and leasing,25187258,25486934,26897721,28941008,30405366,38440875
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",59,    Professional and business services,22014333,22903451,23757443,25150896,26441200,32838399
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",60,"      Professional, scientific, and technical services",11107184,11833832,12180108,12477162,12889559,16564826
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",64,      Management of companies and enterprises,2159129,2158824,2423444,2777507,3034406,3043249
